08:39:47.828 > 💡 Firmware Time of Flight Ranger (1.0.0)
08:39:47.828 > 🔌 Booting into normal mode 🔌
08:39:48.103 > {} Stored configuration
08:39:48.105 >   • Hardware device ID: 240ac4594254
08:39:48.109 >   • Device ID: TOFRanger
08:39:48.111 >   • Name: Time of Flight Ranger
08:39:48.114 >   • Device Stats Interval: 300 sec
08:39:48.117 >   • Wi-Fi: 
08:39:48.119 >     ◦ SSID: SFNSS1-24G
08:39:48.121 >     ◦ Password not shown
08:39:48.123 >   • MQTT: 
08:39:48.125 >     ◦ Host: openhab.skoona.net
08:39:48.128 >     ◦ Port: 1883
08:39:48.129 >     ◦ Base topic: sknSensors/
08:39:48.132 >     ◦ Auth? yes
08:39:48.134 >     ◦ Username: openhabian
08:39:48.136 >     ◦ Password not shown
08:39:48.139 >   • OTA: 
08:39:48.140 >     ◦ Enabled? yes
08:39:48.142 >   • Custom settings: 
08:39:48.144 >     ◦ duration: 15 (set)
08:39:48.147 > • Ranging Module:
08:39:48.153 > 〽 Medium distance mode accepted.
08:39:48.156 > 〽 200us timing budget accepted.
08:39:48.159 > ↕ Attempting to connect to Wi-Fi...
08:39:51.140 > ✔ Wi-Fi connected, IP: 10.100.1.244
08:39:51.144 > Triggering WIFI_CONNECTED event...
08:39:51.147 > ↕ Attempting to connect to MQTT...
08:39:51.181 > Sending initial information...
08:39:51.238 > ✔ MQTT ready
08:39:51.240 > Triggering MQTT_READY event...
08:39:51.243 > 〽 Node: TOF Ranger Ready to operate.
08:39:51.246 > Calling setup function...
08:39:51.249 > 〽 Sending statistics...
08:39:51.251 >   • Interval: 305s (300s including 5s grace time)
08:39:51.255 >   • Wi-Fi signal quality: 90%
08:39:51.258 >   • Uptime: 4s
08:39:51.284 > 📢 Calling broadcast handler...
08:39:51.287 > Received broadcast level alert: OH3 Offline
08:39:51.291 > 📢 Calling broadcast handler...
08:39:51.294 > Received broadcast level LWT: HomieMonitor Offline!
08:40:08.152 > 〽 Start continuous ranging @ 280 ms accepted.
08:40:08.378 > 〽 range: 288 mm 	status: range valid	signal: 71.92 MCPS	ambient: 0.10 MCPS
08:40:16.494 > 〽 range: 299 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:16.777 > 〽 range: 298 mm 	status: range valid	signal: 14.44 MCPS	ambient: 0.02 MCPS
08:40:17.050 > 〽 range: 298 mm 	status: range valid	signal: 14.48 MCPS	ambient: 0.03 MCPS
08:40:17.326 > 〽 range: 299 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:17.642 > 〽 range: 298 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:17.893 > 〽 range: 298 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:40:18.178 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:18.453 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:18.753 > 〽 range: 299 mm 	status: range valid	signal: 14.48 MCPS	ambient: 0.02 MCPS
08:40:19.017 > 〽 range: 299 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:40:19.299 > 〽 range: 299 mm 	status: range valid	signal: 14.50 MCPS	ambient: 0.02 MCPS
08:40:19.580 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:19.850 > 〽 range: 299 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:40:20.155 > 〽 range: 299 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:40:20.431 > 〽 range: 299 mm 	status: range valid	signal: 14.51 MCPS	ambient: 0.02 MCPS
08:40:20.701 > 〽 range: 299 mm 	status: range valid	signal: 14.49 MCPS	ambient: 0.02 MCPS
08:40:20.997 > 〽 range: 299 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:40:21.278 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:21.541 > 〽 range: 299 mm 	status: range valid	signal: 14.48 MCPS	ambient: 0.02 MCPS
08:40:21.821 > 〽 range: 299 mm 	status: range valid	signal: 14.57 MCPS	ambient: 0.02 MCPS
08:40:22.097 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:22.378 > 〽 range: 299 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:22.659 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:22.957 > 〽 range: 299 mm 	status: range valid	signal: 14.50 MCPS	ambient: 0.02 MCPS
08:40:23.233 > 〽 range: 299 mm 	status: range valid	signal: 14.49 MCPS	ambient: 0.02 MCPS
08:40:23.499 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:23.797 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:24.056 > 〽 range: 299 mm 	status: range valid	signal: 14.48 MCPS	ambient: 0.02 MCPS
08:40:24.326 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:24.612 > 〽 range: 299 mm 	status: range valid	signal: 14.49 MCPS	ambient: 0.02 MCPS
08:40:24.897 > 〽 range: 299 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:40:25.174 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:25.450 > 〽 range: 299 mm 	status: range valid	signal: 14.47 MCPS	ambient: 0.02 MCPS
08:40:25.759 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:26.020 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:26.301 > 〽 range: 299 mm 	status: range valid	signal: 14.48 MCPS	ambient: 0.02 MCPS
08:40:26.575 > 〽 range: 299 mm 	status: range valid	signal: 14.46 MCPS	ambient: 0.03 MCPS
08:40:26.878 > 〽 range: 299 mm 	status: range valid	signal: 14.51 MCPS	ambient: 0.02 MCPS
08:40:27.141 > 〽 range: 299 mm 	status: range valid	signal: 14.47 MCPS	ambient: 0.02 MCPS
08:40:27.416 > 〽 range: 299 mm 	status: range valid	signal: 14.44 MCPS	ambient: 0.02 MCPS
08:40:27.712 > 〽 range: 298 mm 	status: range valid	signal: 14.59 MCPS	ambient: 0.02 MCPS
08:40:27.993 > 〽 range: 299 mm 	status: range valid	signal: 14.48 MCPS	ambient: 0.02 MCPS
08:40:28.150 > 〽 Stopping continuous ranging accepted.
08:40:48.148 > 〽 Start continuous ranging @ 280 ms accepted.
08:40:48.374 > 〽 range: 299 mm 	status: range valid	signal: 14.49 MCPS	ambient: 0.02 MCPS
08:40:48.672 > 〽 range: 298 mm 	status: range valid	signal: 14.44 MCPS	ambient: 0.02 MCPS
08:40:48.942 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:49.211 > 〽 range: 298 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:49.495 > 〽 range: 297 mm 	status: range valid	signal: 14.50 MCPS	ambient: 0.02 MCPS
08:40:49.786 > 〽 range: 298 mm 	status: range valid	signal: 14.57 MCPS	ambient: 0.02 MCPS
08:40:50.054 > 〽 range: 298 mm 	status: range valid	signal: 14.58 MCPS	ambient: 0.02 MCPS
08:40:50.349 > 〽 range: 298 mm 	status: range valid	signal: 14.64 MCPS	ambient: 0.02 MCPS
08:40:50.620 > 〽 range: 297 mm 	status: range valid	signal: 14.51 MCPS	ambient: 0.02 MCPS
08:40:50.911 > 〽 range: 298 mm 	status: range valid	signal: 14.61 MCPS	ambient: 0.02 MCPS
08:40:51.182 > 〽 range: 298 mm 	status: range valid	signal: 14.57 MCPS	ambient: 0.02 MCPS
08:40:51.454 > 〽 range: 298 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:40:51.735 > 〽 range: 296 mm 	status: range valid	signal: 14.63 MCPS	ambient: 0.02 MCPS
08:40:52.031 > 〽 range: 298 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:52.307 > 〽 range: 297 mm 	status: range valid	signal: 14.58 MCPS	ambient: 0.02 MCPS
08:40:52.592 > 〽 range: 298 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:52.858 > 〽 range: 299 mm 	status: range valid	signal: 14.59 MCPS	ambient: 0.02 MCPS
08:40:53.130 > 〽 range: 298 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.03 MCPS
08:40:53.430 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:53.715 > 〽 range: 299 mm 	status: range valid	signal: 14.60 MCPS	ambient: 0.02 MCPS
08:40:53.978 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:54.254 > 〽 range: 297 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:54.531 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:54.803 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.03 MCPS
08:40:55.090 > 〽 range: 299 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:55.379 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:55.649 > 〽 range: 298 mm 	status: range valid	signal: 14.58 MCPS	ambient: 0.02 MCPS
08:40:55.953 > 〽 range: 298 mm 	status: range valid	signal: 14.58 MCPS	ambient: 0.02 MCPS
08:40:56.203 > 〽 range: 298 mm 	status: range valid	signal: 14.49 MCPS	ambient: 0.02 MCPS
08:40:56.489 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:56.778 > 〽 range: 297 mm 	status: range valid	signal: 14.45 MCPS	ambient: 0.02 MCPS
08:40:57.054 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:57.336 > 〽 range: 298 mm 	status: range valid	signal: 14.57 MCPS	ambient: 0.02 MCPS
08:40:57.619 > 〽 range: 299 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:40:57.889 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:58.178 > 〽 range: 298 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:40:58.473 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:58.749 > 〽 range: 299 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:40:59.030 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:59.289 > 〽 range: 298 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:40:59.573 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:40:59.863 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:41:00.150 > 〽 range: 299 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:41:00.421 > 〽 range: 298 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:41:00.704 > 〽 range: 298 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:41:00.993 > 〽 range: 298 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:41:01.275 > 〽 range: 298 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:01.545 > 〽 range: 299 mm 	status: range valid	signal: 14.50 MCPS	ambient: 0.02 MCPS
08:41:01.832 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:02.113 > 〽 range: 299 mm 	status: range valid	signal: 14.57 MCPS	ambient: 0.03 MCPS
08:41:02.395 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:41:02.650 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:02.928 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.02 MCPS
08:41:03.230 > 〽 range: 299 mm 	status: range valid	signal: 14.52 MCPS	ambient: 0.03 MCPS
08:41:03.510 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:03.768 > 〽 range: 299 mm 	status: range valid	signal: 14.60 MCPS	ambient: 0.02 MCPS
08:41:04.065 > 〽 range: 298 mm 	status: range valid	signal: 14.51 MCPS	ambient: 0.02 MCPS
08:41:04.325 > 〽 range: 299 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:41:04.609 > 〽 range: 299 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:41:04.893 > 〽 range: 299 mm 	status: range valid	signal: 14.54 MCPS	ambient: 0.02 MCPS
08:41:05.170 > 〽 range: 299 mm 	status: range valid	signal: 14.58 MCPS	ambient: 0.02 MCPS
08:41:05.446 > 〽 range: 299 mm 	status: range valid	signal: 14.56 MCPS	ambient: 0.02 MCPS
08:41:05.745 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:06.032 > 〽 range: 299 mm 	status: range valid	signal: 14.59 MCPS	ambient: 0.02 MCPS
08:41:06.312 > 〽 range: 298 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:06.579 > 〽 range: 297 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:06.848 > 〽 range: 298 mm 	status: range valid	signal: 14.53 MCPS	ambient: 0.02 MCPS
08:41:07.152 > 〽 range: 299 mm 	status: range valid	signal: 14.55 MCPS	ambient: 0.02 MCPS
08:41:07.430 > 〽 range: 296 mm 	status: range valid	signal: 14.79 MCPS	ambient: 0.03 MCPS
08:41:07.692 > 〽 range: 281 mm 	status: range valid	signal: 15.60 MCPS	ambient: 0.02 MCPS
08:41:07.986 > 〽 range: 321 mm 	status: range valid	signal: 12.37 MCPS	ambient: 0.02 MCPS
08:41:08.146 > 〽 Stopping continuous ranging accepted.
08:41:28.144 > 〽 Start continuous ranging @ 280 ms accepted.
08:41:28.375 > 〽 range: 0 mm 	status: range valid	signal: 279.27 MCPS	ambient: 0.04 MCPS
08:41:28.657 > 〽 range: 44 mm 	status: range valid	signal: 42.65 MCPS	ambient: 0.01 MCPS
08:41:28.926 > 〽 range: 39 mm 	status: range valid	signal: 19.94 MCPS	ambient: 0.00 MCPS
08:41:29.218 > 〽 range: 48 mm 	status: range valid	signal: 20.68 MCPS	ambient: 0.00 MCPS
08:41:29.492 > 〽 range: 48 mm 	status: range valid	signal: 20.66 MCPS	ambient: 0.00 MCPS
08:41:29.780 > 〽 range: 37 mm 	status: range valid	signal: 19.63 MCPS	ambient: 0.00 MCPS
08:41:30.062 > 〽 range: 38 mm 	status: range valid	signal: 19.77 MCPS	ambient: 0.00 MCPS
08:41:30.335 > 〽 range: 50 mm 	status: range valid	signal: 21.20 MCPS	ambient: 0.00 MCPS
08:41:30.629 > 〽 range: 50 mm 	status: range valid	signal: 21.11 MCPS	ambient: 0.00 MCPS
08:41:30.906 > 〽 range: 37 mm 	status: range valid	signal: 19.78 MCPS	ambient: 0.00 MCPS
08:41:31.185 > 〽 range: 37 mm 	status: range valid	signal: 19.73 MCPS	ambient: 0.00 MCPS
08:41:31.442 > 〽 range: 51 mm 	status: range valid	signal: 20.96 MCPS	ambient: 0.00 MCPS
08:41:31.727 > 〽 range: 36 mm 	status: range valid	signal: 19.87 MCPS	ambient: 0.00 MCPS
08:41:32.002 > 〽 range: 50 mm 	status: range valid	signal: 20.92 MCPS	ambient: 0.00 MCPS
08:41:32.283 > 〽 range: 37 mm 	status: range valid	signal: 19.61 MCPS	ambient: 0.00 MCPS
08:41:32.587 > 〽 range: 50 mm 	status: range valid	signal: 21.19 MCPS	ambient: 0.00 MCPS
08:41:32.845 > 〽 range: 50 mm 	status: range valid	signal: 21.09 MCPS	ambient: 0.00 MCPS
08:41:33.150 > 〽 range: 37 mm 	status: range valid	signal: 19.82 MCPS	ambient: 0.00 MCPS
08:41:33.418 > 〽 range: 38 mm 	status: range valid	signal: 19.80 MCPS	ambient: 0.00 MCPS
08:41:33.708 > 〽 range: 49 mm 	status: range valid	signal: 21.00 MCPS	ambient: 0.00 MCPS
08:41:33.978 > 〽 range: 50 mm 	status: range valid	signal: 21.17 MCPS	ambient: 0.00 MCPS
08:41:34.265 > 〽 range: 37 mm 	status: range valid	signal: 19.98 MCPS	ambient: 0.00 MCPS
08:41:34.541 > 〽 range: 36 mm 	status: range valid	signal: 20.16 MCPS	ambient: 0.00 MCPS
08:41:34.804 > 〽 range: 50 mm 	status: range valid	signal: 21.40 MCPS	ambient: 0.00 MCPS
08:41:35.087 > 〽 range: 37 mm 	status: range valid	signal: 20.26 MCPS	ambient: 0.00 MCPS
08:41:35.373 > 〽 range: 37 mm 	status: range valid	signal: 20.14 MCPS	ambient: 0.00 MCPS
08:41:35.651 > 〽 range: 36 mm 	status: range valid	signal: 20.16 MCPS	ambient: 0.00 MCPS
08:41:35.933 > 〽 range: 38 mm 	status: range valid	signal: 20.27 MCPS	ambient: 0.00 MCPS
08:41:36.218 > 〽 range: 37 mm 	status: range valid	signal: 20.23 MCPS	ambient: 0.00 MCPS
08:41:36.485 > 〽 range: 36 mm 	status: range valid	signal: 20.20 MCPS	ambient: 0.00 MCPS
08:41:36.784 > 〽 range: 37 mm 	status: range valid	signal: 20.12 MCPS	ambient: 0.00 MCPS
08:41:37.048 > 〽 range: 38 mm 	status: range valid	signal: 20.12 MCPS	ambient: 0.00 MCPS
08:41:37.324 > 〽 range: 37 mm 	status: range valid	signal: 20.05 MCPS	ambient: 0.00 MCPS
08:41:37.607 > 〽 range: 37 mm 	status: range valid	signal: 20.16 MCPS	ambient: 0.00 MCPS
08:41:37.886 > 〽 range: 36 mm 	status: range valid	signal: 20.16 MCPS	ambient: 0.00 MCPS
08:41:38.176 > 〽 range: 37 mm 	status: range valid	signal: 20.17 MCPS	ambient: 0.00 MCPS
08:41:38.473 > 〽 range: 37 mm 	status: range valid	signal: 20.35 MCPS	ambient: 0.00 MCPS
08:41:38.725 > 〽 range: 36 mm 	status: range valid	signal: 20.34 MCPS	ambient: 0.00 MCPS
08:41:39.000 > 〽 range: 36 mm 	status: range valid	signal: 20.41 MCPS	ambient: 0.00 MCPS
08:41:39.286 > 〽 range: 36 mm 	status: range valid	signal: 20.52 MCPS	ambient: 0.00 MCPS
08:41:39.588 > 〽 range: 37 mm 	status: range valid	signal: 20.75 MCPS	ambient: 0.00 MCPS
08:41:39.864 > 〽 range: 36 mm 	status: range valid	signal: 20.70 MCPS	ambient: 0.00 MCPS
08:41:40.126 > 〽 range: 36 mm 	status: range valid	signal: 20.70 MCPS	ambient: 0.00 MCPS
08:41:40.402 > 〽 range: 36 mm 	status: range valid	signal: 20.66 MCPS	ambient: 0.00 MCPS
08:41:40.703 > 〽 range: 37 mm 	status: range valid	signal: 20.70 MCPS	ambient: 0.00 MCPS
08:41:40.987 > 〽 range: 37 mm 	status: range valid	signal: 20.68 MCPS	ambient: 0.00 MCPS
08:41:41.266 > 〽 range: 36 mm 	status: range valid	signal: 20.64 MCPS	ambient: 0.00 MCPS
08:41:41.533 > 〽 range: 37 mm 	status: range valid	signal: 20.67 MCPS	ambient: 0.00 MCPS
08:41:41.816 > 〽 range: 38 mm 	status: range valid	signal: 20.56 MCPS	ambient: 0.00 MCPS
08:41:42.099 > 〽 range: 37 mm 	status: range valid	signal: 20.54 MCPS	ambient: 0.00 MCPS
08:41:42.366 > 〽 range: 37 mm 	status: range valid	signal: 20.46 MCPS	ambient: 0.00 MCPS
08:41:42.655 > 〽 range: 38 mm 	status: range valid	signal: 20.44 MCPS	ambient: 0.00 MCPS
08:41:42.946 > 〽 range: 37 mm 	status: range valid	signal: 20.45 MCPS	ambient: 0.00 MCPS
08:41:43.198 > 〽 range: 38 mm 	status: range valid	signal: 20.52 MCPS	ambient: 0.00 MCPS
08:41:43.483 > 〽 range: 37 mm 	status: range valid	signal: 20.71 MCPS	ambient: 0.00 MCPS
08:41:43.773 > 〽 range: 37 mm 	status: range valid	signal: 20.62 MCPS	ambient: 0.00 MCPS
08:41:44.040 > 〽 range: 37 mm 	status: range valid	signal: 20.69 MCPS	ambient: 0.00 MCPS
08:41:44.325 > 〽 range: 37 mm 	status: range valid	signal: 20.61 MCPS	ambient: 0.00 MCPS
08:41:44.617 > 〽 range: 36 mm 	status: range valid	signal: 20.77 MCPS	ambient: 0.00 MCPS
08:41:44.888 > 〽 range: 37 mm 	status: range valid	signal: 20.75 MCPS	ambient: 0.00 MCPS
08:41:45.177 > 〽 range: 38 mm 	status: range valid	signal: 20.70 MCPS	ambient: 0.00 MCPS
08:41:45.463 > 〽 range: 36 mm 	status: range valid	signal: 20.84 MCPS	ambient: 0.00 MCPS
08:41:45.737 > 〽 range: 38 mm 	status: range valid	signal: 20.91 MCPS	ambient: 0.00 MCPS
08:41:46.004 > 〽 range: 37 mm 	status: range valid	signal: 20.80 MCPS	ambient: 0.00 MCPS
08:41:46.307 > 〽 range: 37 mm 	status: range valid	signal: 20.68 MCPS	ambient: 0.00 MCPS
08:41:46.573 > 〽 range: 37 mm 	status: range valid	signal: 20.74 MCPS	ambient: 0.00 MCPS
08:41:46.856 > 〽 range: 38 mm 	status: range valid	signal: 20.76 MCPS	ambient: 0.00 MCPS
08:41:47.132 > 〽 range: 38 mm 	status: range valid	signal: 20.82 MCPS	ambient: 0.00 MCPS
08:41:47.406 > 〽 range: 38 mm 	status: range valid	signal: 20.73 MCPS	ambient: 0.00 MCPS
08:41:47.696 > 〽 range: 38 mm 	status: range valid	signal: 20.84 MCPS	ambient: 0.00 MCPS
08:41:47.964 > 〽 range: 39 mm 	status: range valid	signal: 20.91 MCPS	ambient: 0.00 MCPS
08:41:48.142 > 〽 Stopping continuous ranging accepted.
08:42:08.139 > 〽 Start continuous ranging @ 280 ms accepted.
